purchase_value,device_id,source,browser,age,ip_address,class,country,time_since_signup,purchase_hour,purchase_dayofweek,signup_hour,device_id_freq,ip_address_freq,country_freq,source_freq,browser_freq,device_fraud_rate_train,country_fraud_rate_train,device_id_count_1d,device_id_count_7d,device_id_count_30d,ip_address_count_1d,ip_address_count_7d,ip_address_count_30d,device_id_fraud_count_7d
9.0,69069,0,1,22.0,1141991017.3489,0,172,6937279.0,9,0,2,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
65.0,40332,2,0,30.0,3552098976.3131704,0,88,623767.0,9,0,4,1,1,2872,42439,43149,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
33.0,80023,2,2,20.0,4000546552.09181,0,167,2772158.0,9,0,7,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
52.0,93511,2,4,22.0,2344107200.42885,0,171,1746003.0,9,0,4,1,1,3114,42439,17196,0.09514333342787,0.1319560307792777,0,0,0,0,0,0,0
46.0,45325,0,0,24.0,3656474612.6045,0,64,4055712.0,9,0,11,2,1,2551,41879,43149,0.2244085715096029,0.0839479107983439,0,0,0,0,0,0,0
32.0,46554,0,2,27.0,3192814914.33485,0,176,1007716.0,10,0,18,1,1,166,41879,25624,0.09514333342787,0.1787769590676445,0,0,0,0,0,0,0
49.0,71501,0,1,20.0,2398111641.1952896,0,32,6576992.0,10,0,7,1,1,2141,41879,17231,0.09514333342787,0.1461187604848868,0,0,0,0,0,0,0
21.0,99170,2,2,35.0,1644020115.87886,0,172,3088301.0,10,0,16,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
34.0,50164,0,0,48.0,2992258498.98381,0,86,2139216.0,10,0,15,1,1,64,41879,43149,0.09514333342787,0.0662443478343075,0,0,0,0,0,0,0
69.0,14088,2,0,41.0,4043378882.44896,0,167,6820647.0,10,0,11,2,1,15338,42439,43149,0.08155142865246,0.1050362288992092,0,0,0,0,0,0,0
54.0,36941,0,1,37.0,3032241098.36858,0,36,4160445.0,10,0,6,1,1,8334,41879,17231,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
18.0,26546,2,0,37.0,306467906.061214,0,172,6374870.0,10,0,15,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
14.0,42973,0,1,33.0,3997711241.5459695,0,167,6458001.0,10,0,16,1,1,15338,41879,17231,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
40.0,41374,0,3,35.0,2481786148.2821,0,81,1659699.0,10,0,5,1,1,180,41879,2579,0.09514333342787,0.0409235675706336,0,0,0,0,0,0,0
66.0,120951,1,4,34.0,567867713.46104,0,172,1859760.0,10,0,21,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
23.0,69394,2,2,24.0,1383218296.1275802,0,45,2265197.0,10,0,5,1,1,31,42439,25624,0.09514333342787,0.0436350000157561,0,0,0,0,0,0,0
46.0,24287,0,0,40.0,1581203374.68054,0,138,7243026.0,10,0,14,1,1,350,41879,43149,0.09514333342787,0.0663967887339921,0,0,0,0,0,0,0
9.0,115144,0,0,42.0,3160394335.52874,0,171,2966007.0,10,0,2,1,1,3114,41879,43149,0.09514333342787,0.1319560307792777,0,0,0,0,0,0,0
42.0,1612,1,1,24.0,1006715302.56914,0,36,7717907.0,10,0,2,1,1,8334,21461,17231,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
21.0,100508,0,1,28.0,1875501118.03558,0,36,8631097.0,10,0,13,1,1,8334,41879,17231,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
37.0,116394,1,0,24.0,2708169345.2439,0,172,4781290.0,10,0,2,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
19.0,2423,2,1,32.0,3738500679.97447,0,36,3308312.0,10,0,3,1,1,8334,42439,17231,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
48.0,11332,0,0,35.0,52546810.9421847,0,172,6273768.0,10,0,19,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
53.0,71908,1,4,32.0,1945067092.52189,0,36,8306052.0,10,0,7,1,1,8334,21461,17196,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
52.0,29051,1,4,33.0,3515468045.4374,0,172,7143431.0,10,0,18,14,1,40823,21461,17196,0.6616242105561695,0.1160862853923916,0,0,0,0,0,0,0
23.0,3826,0,1,40.0,2402165318.30535,0,172,3830339.0,10,0,2,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
40.0,26327,1,2,33.0,1335794146.9106698,0,153,7806515.0,10,0,2,2,1,754,21461,25624,0.08155142865246,0.0850735968386919,0,0,0,0,0,0,0
14.0,20840,0,4,57.0,3242857589.01271,0,15,7551050.0,10,0,1,1,1,286,41879,17196,0.09514333342787,0.1600373195895781,0,0,0,0,0,0,0
36.0,20577,0,2,25.0,2117123753.83303,0,84,5576374.0,10,0,21,1,1,5141,41879,25624,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
27.0,7166,2,1,40.0,839026396.544458,0,172,3169925.0,10,0,18,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
19.0,67227,0,0,27.0,3694461932.64331,0,84,5292466.0,11,0,5,1,1,5141,41879,43149,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
59.0,880,0,0,39.0,1265795029.69205,0,172,8259750.0,11,0,20,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
28.0,45159,2,0,32.0,2850298257.54366,0,172,4189414.0,11,0,23,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
20.0,41717,0,0,48.0,3490857755.09679,0,172,8747648.0,11,0,5,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
68.0,131779,2,0,22.0,1299750535.66684,0,169,4299790.0,11,0,16,1,1,298,42439,43149,0.09514333342787,0.1602998679886707,0,0,0,0,0,0,0
46.0,64130,1,0,32.0,4288458947.88793,0,167,8060227.0,11,0,4,1,1,15338,21461,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
48.0,85516,1,0,31.0,98544058.5747723,0,78,1454939.0,11,0,15,1,1,285,21461,43149,0.09514333342787,0.1330029655191973,0,0,0,0,0,0,0
21.0,32712,2,1,29.0,54966274.4581297,1,172,2441467.0,11,0,5,1,1,40823,42439,17231,0.2618100000945367,0.1160862853923916,0,0,0,0,0,0,0
23.0,89855,0,4,39.0,3588814426.14157,0,139,3441616.0,11,0,15,1,1,1090,41879,17196,0.09514333342787,0.0936720182653581,0,0,0,0,0,0,0
36.0,9886,0,3,46.0,610622892.0823151,0,36,799006.0,11,0,5,1,1,8334,41879,2579,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
57.0,105041,2,4,48.0,4060411300.49625,0,167,1446416.0,11,0,17,1,1,15338,42439,17196,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
46.0,88829,2,2,45.0,3748609221.61505,0,36,7254377.0,11,0,12,1,1,8334,42439,25624,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
25.0,45970,1,0,31.0,1241658177.8480802,0,172,5038509.0,11,0,3,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
25.0,102821,1,0,32.0,4157889625.67828,0,167,4265041.0,11,0,2,1,1,15338,21461,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
24.0,14559,0,2,32.0,1800089054.22962,0,172,2804771.0,11,0,0,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
39.0,15508,2,2,36.0,1028428529.5313,0,88,5940616.0,11,0,17,1,1,2872,42439,25624,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
33.0,4836,2,0,25.0,2138615127.92704,0,167,6539077.0,11,0,19,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
30.0,115574,0,0,35.0,681901291.412485,0,172,1537023.0,11,0,16,2,1,40823,41879,43149,0.08155142865246,0.1160862853923916,0,0,0,0,0,0,0
28.0,67336,1,2,29.0,2124193858.42724,0,84,8314249.0,11,0,6,1,1,5141,21461,25624,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
35.0,129270,0,2,28.0,1154270082.66161,0,172,4214543.0,12,0,17,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
24.0,116246,0,4,36.0,1914536480.70528,0,88,1170300.0,12,0,22,1,1,2872,41879,17196,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
47.0,84494,0,2,39.0,1995354805.00527,0,84,4362103.0,12,0,0,1,1,5141,41879,25624,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
35.0,110936,2,0,33.0,3871905802.2789297,0,167,5284628.0,12,0,8,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
24.0,49715,2,1,35.0,2997378168.82578,0,108,5548764.0,12,0,6,1,1,27,42439,17231,0.09514333342787,0.0490893750177256,0,0,0,0,0,0,0
58.0,57253,0,1,30.0,776736164.145537,1,133,3149393.0,12,0,1,1,1,509,41879,17231,0.2618100000945367,0.0614219066158895,0,0,0,0,0,0,0
29.0,26959,2,2,34.0,3605499101.91582,0,172,3036350.0,12,0,8,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
79.0,46803,2,4,31.0,728674907.697682,0,84,8474441.0,12,0,10,1,1,5141,42439,17196,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
9.0,2888,2,0,26.0,1362294655.95251,0,60,5015542.0,12,0,11,1,1,2199,42439,43149,0.09514333342787,0.1182263430129615,0,0,0,0,0,0,0
46.0,76453,2,0,31.0,3196135004.01343,0,20,6290494.0,12,0,17,1,1,40,42439,43149,0.09514333342787,0.2793524444570493,0,0,0,0,0,0,0
68.0,22228,1,0,32.0,2721487237.73994,0,172,6390592.0,12,0,13,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
43.0,123983,2,1,44.0,561628951.4344621,0,172,1870552.0,12,0,20,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
20.0,115011,1,0,34.0,4121454699.83434,0,167,4612676.0,12,0,3,1,1,15338,21461,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
58.0,132981,1,1,41.0,2763751812.96427,0,172,3109449.0,12,0,12,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
20.0,90997,1,4,45.0,3436439290.54575,0,172,6853340.0,12,0,4,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
56.0,89393,0,0,47.0,3011549170.27514,0,24,3748725.0,12,0,3,1,1,2068,41879,43149,0.09514333342787,0.1112256922337516,0,0,0,0,0,0,0
32.0,31116,0,0,30.0,1930593173.10433,0,88,7881901.0,12,0,7,1,1,2872,41879,43149,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
26.0,137168,2,2,33.0,2502701848.05703,0,172,5098203.0,12,0,12,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
26.0,28224,0,0,44.0,821536823.5130581,0,172,5394284.0,13,0,2,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
36.0,69847,2,0,52.0,2320540550.8854,1,7,1266979.0,13,0,21,1,1,1271,42439,43149,0.2618100000945367,0.1133000470223881,0,0,0,0,0,0,0
19.0,11983,2,0,36.0,4143191837.19496,0,167,2947143.0,13,0,10,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
14.0,51640,2,4,37.0,2086030213.39994,0,84,2248667.0,13,0,12,1,1,5141,42439,17196,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
28.0,36420,1,0,59.0,3342773064.97011,0,172,6399072.0,13,0,11,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
47.0,22866,0,4,28.0,914362860.290302,0,172,2008817.0,13,0,7,2,1,40823,41879,17196,0.2244085715096029,0.1160862853923916,0,0,0,0,0,0,0
60.0,79512,1,4,20.0,2701408504.45067,0,124,3610025.0,13,0,18,1,1,433,21461,17196,0.09514333342787,0.1565544748871397,0,0,0,0,0,0,0
31.0,20872,2,0,38.0,3411757877.68236,0,7,4253163.0,13,0,8,1,1,1271,42439,43149,0.09514333342787,0.1133000470223881,0,0,0,0,0,0,0
41.0,67944,2,0,30.0,2724438019.01897,0,172,227182.0,13,0,22,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
56.0,114448,0,1,27.0,3371637407.07757,0,24,124934.0,13,0,2,1,1,2068,41879,17231,0.09514333342787,0.1112256922337516,0,0,0,0,0,0,0
31.0,115497,1,4,41.0,3437749411.9754,0,64,4225483.0,13,0,15,1,1,2551,21461,17196,0.09514333342787,0.0839479107983439,0,0,0,0,0,0,0
12.0,104757,0,1,28.0,2616897661.8805,0,64,2521235.0,13,0,9,1,1,2551,41879,17231,0.09514333342787,0.0839479107983439,0,0,0,0,0,0,0
44.0,58944,1,0,41.0,2691898818.22094,0,151,2204438.0,13,0,1,1,1,596,21461,43149,0.09514333342787,0.1024473544102616,0,0,0,0,0,0,0
21.0,112981,0,1,32.0,4278711420.09393,0,167,795467.0,13,0,8,1,1,15338,41879,17231,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
42.0,33659,1,2,25.0,3421859652.41613,0,88,2909299.0,13,0,21,1,1,2872,21461,25624,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
21.0,437,1,0,40.0,166809684.518305,0,172,7453042.0,13,0,7,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
37.0,137152,2,2,54.0,3130541295.5852103,0,5,2053588.0,13,0,19,1,1,457,42439,25624,0.09514333342787,0.1202832467544745,0,0,0,0,0,0,0
49.0,31422,2,3,29.0,1610400236.86305,0,82,8545816.0,13,0,15,1,1,1356,42439,2579,0.09514333342787,0.1018154739166548,0,0,0,0,0,0,0
39.0,73886,2,1,29.0,1463198620.59384,0,47,8387086.0,13,0,12,1,1,355,42439,17231,0.09514333342787,0.19880794444602,0,0,0,0,0,0,0
36.0,103281,1,0,36.0,214928230.716623,0,172,3056387.0,13,0,4,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
13.0,4389,2,0,25.0,3249547149.47118,0,118,3472453.0,13,0,9,1,1,1152,42439,43149,0.09514333342787,0.0808736905795741,0,0,0,0,0,0,0
58.0,83209,0,2,38.0,632123492.942286,0,60,5849121.0,13,0,21,1,1,2199,41879,25624,0.09514333342787,0.1182263430129615,0,0,0,0,0,0,0
22.0,31767,0,0,25.0,2037756858.79456,0,84,2279189.0,13,0,4,1,1,5141,41879,43149,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
32.0,12400,0,0,22.0,274189440.317192,0,172,1505086.0,13,0,3,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
49.0,95477,1,2,44.0,4218760808.4407,0,167,1018301.0,14,0,19,1,1,15338,21461,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
57.0,72133,2,2,31.0,84056586.65292801,0,138,2564234.0,14,0,21,1,1,350,42439,25624,0.09514333342787,0.0663967887339921,0,0,0,0,0,0,0
18.0,129932,2,0,29.0,698553824.397979,1,151,3219422.0,14,0,7,1,1,596,42439,43149,0.2618100000945367,0.1024473544102616,0,0,0,0,0,0,0
25.0,74929,2,0,38.0,97321616.6326348,0,153,779988.0,14,0,13,1,1,754,42439,43149,0.09514333342787,0.0850735968386919,0,0,0,0,0,0,0
54.0,30526,2,0,24.0,2088620653.62983,1,76,7067262.0,14,0,19,1,1,916,42439,43149,0.2618100000945367,0.1450280781765116,0,0,0,0,0,0,0
57.0,84281,1,2,30.0,3559771909.0864897,0,157,1402213.0,14,0,8,1,1,541,21461,25624,0.09514333342787,0.1054411355321744,0,0,0,0,0,0,0
22.0,28553,2,4,40.0,3544801619.01494,0,159,1089238.0,14,0,23,1,1,850,42439,17196,0.09514333342787,0.0942349239772716,0,0,0,0,0,0,0
14.0,82679,0,4,28.0,3890749331.780769,0,167,3876424.0,14,0,17,1,1,15338,41879,17196,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
35.0,13227,0,1,26.0,4139062566.35905,0,167,4784460.0,14,0,5,1,1,15338,41879,17231,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
79.0,13725,0,0,22.0,1983426291.43128,0,88,7839639.0,14,0,20,1,1,2872,41879,43149,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
47.0,38477,1,4,28.0,1071620327.29607,0,172,264826.0,14,0,12,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
22.0,96367,0,2,22.0,3007846127.92902,0,24,6249330.0,14,0,6,1,1,2068,41879,25624,0.09514333342787,0.1112256922337516,0,0,0,0,0,0,0
45.0,13847,0,0,30.0,3180745083.38165,0,107,6715902.0,14,0,20,1,1,781,41879,43149,0.09514333342787,0.1686652162857089,0,0,0,0,0,0,0
40.0,89912,0,3,41.0,96473380.2078696,0,138,8813359.0,14,0,14,1,1,350,41879,2579,0.09514333342787,0.0663967887339921,0,0,0,0,0,0,0
59.0,78054,2,4,26.0,833469959.870597,0,88,8415151.0,14,0,5,1,1,2872,42439,17196,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
59.0,48881,1,1,32.0,3497684218.6194,0,172,118224.0,14,0,5,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
13.0,98056,0,4,23.0,718673187.181118,0,36,6165500.0,14,0,6,1,1,8334,41879,17196,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
40.0,83468,2,2,24.0,1697719149.90574,0,36,8520376.0,14,0,23,1,1,8334,42439,25624,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
55.0,126639,0,1,33.0,2707991819.13939,0,60,5803762.0,14,0,10,1,1,2199,41879,17231,0.09514333342787,0.1182263430129615,0,0,0,0,0,0,0
41.0,12128,0,2,35.0,2113598572.8335104,0,88,2158572.0,14,0,15,1,1,2872,41879,25624,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
11.0,3529,2,4,45.0,2106445211.0374,0,88,122035.0,14,0,5,1,1,2872,42439,17196,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
10.0,77902,1,4,43.0,1344525862.17034,0,153,4010025.0,15,0,5,1,1,754,21461,17196,0.09514333342787,0.0850735968386919,0,0,0,0,0,0,0
24.0,111797,0,0,23.0,332971389.567421,0,172,6005891.0,15,0,2,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
26.0,57401,0,1,23.0,143705525.45010802,0,172,1638481.0,15,0,16,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
31.0,10849,1,4,21.0,3441307891.62244,0,172,49963.0,15,0,1,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
15.0,32243,2,0,36.0,369001404.21674,0,172,2791691.0,15,0,7,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
12.0,36949,2,2,30.0,4182360512.27829,0,167,7481906.0,15,0,0,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
26.0,28100,2,0,46.0,2464523839.54585,0,172,4955511.0,15,0,6,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
16.0,79953,1,0,38.0,138155138.48406202,0,172,7893093.0,15,0,6,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
19.0,80241,0,0,25.0,4063922103.369021,0,167,7375005.0,15,0,6,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
45.0,24511,2,0,43.0,784144303.858428,0,64,910075.0,15,0,2,1,1,2551,42439,43149,0.09514333342787,0.0839479107983439,0,0,0,0,0,0,0
40.0,100483,2,0,31.0,3275119629.76305,0,47,4689503.0,15,0,8,1,1,355,42439,43149,0.09514333342787,0.19880794444602,0,0,0,0,0,0,0
64.0,31573,0,2,29.0,944725824.748546,0,172,783977.0,15,0,13,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
41.0,134361,0,0,37.0,643951642.617491,0,172,4454615.0,15,0,2,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
22.0,50952,0,0,44.0,3132581538.42671,0,5,422668.0,15,0,18,1,1,457,41879,43149,0.09514333342787,0.1202832467544745,0,0,0,0,0,0,0
84.0,135325,0,0,49.0,4268855666.97044,0,167,1458757.0,15,0,18,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
27.0,47188,2,0,34.0,1005725640.80519,0,36,2159135.0,15,0,15,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
20.0,21487,1,0,22.0,392280677.526661,0,172,523215.0,15,0,14,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
16.0,55029,1,1,27.0,1538367940.04284,0,15,7222630.0,15,0,1,1,1,286,21461,17231,0.09514333342787,0.1600373195895781,0,0,0,0,0,0,0
31.0,19517,2,0,42.0,2013884240.1425,0,36,6979200.0,15,0,20,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
55.0,115574,0,1,32.0,2923164695.58054,0,172,1933612.0,15,0,6,2,1,40823,41879,17231,0.08155142865246,0.1160862853923916,1,1,1,0,0,0,0
46.0,87340,2,0,42.0,1874240417.63177,0,36,6383232.0,15,0,18,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
19.0,6448,2,0,31.0,2310462599.87877,0,172,4427872.0,15,0,9,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
23.0,2992,2,2,42.0,1705290644.2774,0,7,4434426.0,15,0,7,1,1,1271,42439,25624,0.09514333342787,0.1133000470223881,0,0,0,0,0,0,0
53.0,73517,0,1,26.0,778851873.059091,0,138,7154298.0,15,0,20,2,1,350,41879,17231,0.08155142865246,0.0663967887339921,0,0,0,0,0,0,0
33.0,67847,1,2,19.0,1856458300.99742,1,36,8557109.0,15,0,14,7,6,8334,21461,25624,0.5475716667139351,0.1040377575249511,0,0,0,0,0,0,0
38.0,115509,0,0,42.0,4187027942.8008704,0,167,3630599.0,15,0,15,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
31.0,137365,2,0,36.0,190135428.467827,0,172,8554240.0,15,0,15,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
81.0,125375,0,2,29.0,811812562.420794,0,172,7994908.0,15,0,3,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
33.0,16321,2,2,24.0,425734154.335204,0,171,705769.0,15,0,11,1,1,3114,42439,25624,0.09514333342787,0.1319560307792777,0,0,0,0,0,0,0
41.0,78546,2,0,29.0,3579074617.65704,0,118,1303871.0,16,0,13,2,1,1152,42439,43149,0.08155142865246,0.0808736905795741,0,0,0,0,0,0,0
58.0,98277,2,0,36.0,1070863616.33142,0,172,5136584.0,16,0,5,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
23.0,98606,0,0,34.0,1140292222.91589,0,172,4795637.0,16,0,4,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
16.0,96332,2,0,53.0,1638676375.15065,0,172,8626968.0,16,0,20,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
20.0,111825,2,0,24.0,3964677279.5032296,0,167,4616219.0,16,0,6,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
65.0,85026,1,0,34.0,814230161.667319,0,172,1213468.0,16,0,15,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
30.0,116488,2,2,40.0,3921619665.448569,0,167,1496753.0,16,0,8,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
50.0,14509,1,0,35.0,1876317628.14485,0,36,4399987.0,16,0,18,1,1,8334,21461,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
53.0,68321,0,1,42.0,609245811.5241151,0,77,5163178.0,16,0,22,1,1,449,41879,17231,0.09514333342787,0.1135922026444212,0,0,0,0,0,0,0
24.0,51168,0,4,48.0,1291800581.57324,0,172,3326473.0,16,0,4,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
16.0,31605,1,1,30.0,1534999208.16152,0,153,5628867.0,16,0,13,1,1,754,21461,17231,0.09514333342787,0.0850735968386919,0,0,0,0,0,0,0
45.0,9106,2,0,28.0,3867886118.99899,0,167,6252083.0,16,0,7,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
53.0,67658,2,4,22.0,4100672615.80352,0,167,2490165.0,16,0,20,1,1,15338,42439,17196,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
71.0,25739,0,2,38.0,2184770646.78452,0,7,2338628.0,16,0,15,1,1,1271,41879,25624,0.09514333342787,0.1133000470223881,0,0,0,0,0,0,0
35.0,57491,2,1,39.0,2627311870.58142,0,172,3225344.0,16,0,8,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
21.0,124693,2,0,34.0,863072160.017828,0,171,4218154.0,16,0,21,1,1,3114,42439,43149,0.09514333342787,0.1319560307792777,0,0,0,0,0,0,0
31.0,73221,2,0,33.0,2105366977.9373105,0,36,2691590.0,16,0,13,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
20.0,30590,0,2,30.0,1981994255.31628,1,88,8861413.0,16,0,3,1,1,2872,41879,25624,0.2618100000945367,0.1117729787975555,0,0,0,0,0,0,0
31.0,121559,0,4,22.0,274468415.937283,0,172,3190891.0,16,0,18,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
22.0,42664,2,1,43.0,2519998430.08683,0,84,6769400.0,17,0,8,1,1,5141,42439,17231,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
65.0,48943,2,0,41.0,1977076202.65662,0,76,8004287.0,17,0,1,12,12,916,42439,43149,0.6806388235627777,0.1450280781765116,0,0,0,0,0,0,0
32.0,121742,0,2,29.0,3753225536.36835,0,76,5229339.0,17,0,4,1,1,916,41879,25624,0.09514333342787,0.1450280781765116,0,0,0,0,0,0,0
50.0,13305,0,1,23.0,2131343567.629989,0,167,2170164.0,17,0,14,2,1,15338,41879,17231,0.08155142865246,0.1050362288992092,0,0,0,0,0,0,0
31.0,113997,0,2,47.0,2920503542.09181,0,172,3831349.0,17,0,8,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
50.0,85908,0,2,34.0,3277753853.68305,0,82,1511072.0,17,0,5,1,1,1356,41879,25624,0.09514333342787,0.1018154739166548,0,0,0,0,0,0,0
39.0,130150,2,0,25.0,1303909886.07178,0,64,5138410.0,17,0,5,1,1,2551,42439,43149,0.09514333342787,0.0839479107983439,0,0,0,0,0,0,0
